"Country","Name","Race","Profession","Religion","Deity","Age","Date"
"Milumanayá","Akurghá","H","Warlord of Pelesár","Unk","Unk",32,"2354 AS"
"Milumanayá","Diyashmu","H","Warrior","Change","Chiténg",32,"2354 AS"
"Milumanayá","Firáz Mmulávu","H","Lord (son of Zhavéndu)","Unk","Unk",32,"2354 AS"
"Milumanayá","Firáz Zhavéndu","H","Ruler (Sunráya)","Unk","Unk","Unk","2354 AS"
"Milumanayá","Hodál","H","Unk","Unk","Unk","Unk","2354 AS"
"Milumanayá","Hku-suga","Shén","Soldier","Change","One Who Rends",32,"2354 AS"
"Milumanayá","Miridáme","H","Unk","Unk","Unk",29,"2354 AS"
"Milumanayá","Potamo","H","Warrior","Unk","Unk",32,"2354 AS"
"Milumanayá","Tselel Chuminish","H","Soldier","Change","Hrsh",32,"2354 AS"
"Mu'ugalavyá","A'isénish Grénu'u","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","A'isúnish Gre'é","H","Soldier-Sailor","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Bi'isúmish","H","Poet","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ashinra hiShathirin","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Atvallish Gishko","H","Soldier","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ayanish Telka'a","H","Priest","Change","Vimúhla",23,"2354 AS"
"Mu'ugalavyá","Be'únish Ssa'á","H","Priest-Soldier","Change","Vimúhla","Unk","2360 AS"
"Mu'ugalavyá","Birelish Gusatl","H","Soldier","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Brumidánish Hirú'uia","H","Soldier","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Buyutlenish Surugdamish","H","Priest","Change","Vimúhla",32,"2354 AS"
"Mu'ugalavyá","Chayumish Bá Rasan","H","Soldier","Unk","Unk",32,"2354 AS"
"Mu'ugalavyá","Chékkish Danúo","H","Soldier","Unk","Unk","Unk","2372 AS"
"Mu'ugalavyá","Chekú'nish Arodlé","H","Merchant","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Chena Viyu","H","Concubine","Change","Hrü'ú",32,"2354 AS"
"Mu'ugalavyá","Chirkesh Kaime","H","Official","Change","Hrsh",40,"2354 AS"
"Mu'ugalavyá","Chi'utléna of Khéiris","H","Author","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Chondrek hiLanaka","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Chráò Eyúo Máíi","Hláka","Soldier","Hláka","Unk","Unk","2360 AS"
"Mu'ugalavyá","Chrequláinish Seqúkra","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Chreshmu'úlish Dvárka","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Chru'ukúlish Dzréqqu","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Chusuni Khinangin","H","Soldier","Change","Vimúhla",22,"2354 AS"
"Mu'ugalavyá","Chuvunish of Chi'i Mu'ugha","H","Sailor","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Dádrinan of Khéiris","H","Astrologer","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Dengetl hiRishyai","H","Sailor","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Dhilmánish Chréya","H","Gamer","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Dijjákish of Pagús","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Diresénish Kru'ú","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Diltlázish Ko'ól","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Dló'ò","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Domandoi hiKonumra","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Dr-SS-Hrrá","Shén","Soldier","Shén","Unk","Unk","2360 AS"
"Mu'ugalavyá","Du'umúnish Tlatlúga","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","E'ekúmish Dnéya","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Etmesh hiLanaka","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ettumínish Ri'í","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Fékmish Dighér","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Fr-Ssâ-Chi","Shén","Soldier","Shén","Unk","Unk","2360 AS"
"Mu'ugalavyá","Gimangresh hiKonumra","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Girsakkish Virunai","H","Priest","Change","Hrsh",41,"2354 AS"
"Mu'ugalavyá","Grdrá of N'lüss","N'lüs","Chieftain-Soldier","Change","Vimúhla","Unk","2360 AS"
"Mu'ugalavyá","Gremendúish Firu'úna","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Grg-Msâ Shr'r","Shén","Soldier","Shén","Unk","Unk","2360 AS"
"Mu'ugalavyá","Gu'úunmish Shru'úta","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Hakmúnish Giyo","H","Engineer","Unk","Unk","Unk","1760 AS"
"Mu'ugalavyá","Hamárr of Ssa'átis","H","Priest","Unk","Unk","Unk","2374 AS"
"Mu'ugalavyá","Hautmekkish Hri'ar","H","Soldier","Change","Unk","Unk","2354 AS"
"Mu'ugalavyá","Hequ'úvish Duriltá'a","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Hekkunish Matir","H","Clan Patriarch","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Herekkúnish Ketlino","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Histlai","H","Servant","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Hoguna Sh'utlendh","H","Merchant","Stability","Avánthe",43,"2354 AS"
"Mu'ugalavyá","Homón Tnéqqu","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ho'ókish Mrellináinu","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Hukel hiLanaka","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Hurruménish Gatléna","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Hurruménish Vilódyu","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","ilelúnish of Ch'óchi","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","ilumúnish Dilésa","H","Sailor","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Inkanish Didoku","H","Priest","Stability","Thúmis",32,"2354 AS"
"Mu'ugalavyá","Jajáish Nettukánu","H","Diplomat","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Jaqash Khoru","H","Guide","Change","Hrsh",71,"2354 AS"
"Mu'ugalavyá","Ji'una hiShathrin","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Jekkánish Arodlé","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Kabish Tiritlanu","H","Merchant","Change","Hrsh",32,"2354 AS"
"Mu'ugalavyá","Ka'élish Krá","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Kainúnish Boródlya","H","Prince-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Kakománish Tu'ún","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Karisa hiLanaka","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ksamanduish the Tall","H","Merchant","Unk","Unk","Unk","2365 AS"
"Mu'ugalavyá","Ksamanduish the Traveler","H","Scholar","Change","Vimúhla","Unk","2354 AS"
"Mu'ugalavyá","Ka'uléggish Firu'úna","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Kaykódish of Ssa'átis","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Khedz Dvötl","H","Chieftain-Soldier","Change","Hrsh","Unk","2360 AS"
"Mu'ugalavyá","Khmúish of Ssa'átis","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Khmúlsh of Ssa'átis","H","Sorcerer","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Komálish","H","Soldier","Change","Vimúhla","Unk","2367 AS"
"Mu'ugalavyá","Korcheck hiYalida","H","Major Domo","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Kreku'ótlish Ryésma Vráyo","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Kruamaalish Echekwa","H","Sailor","Change","Hrsh",32,"2354 AS"
"Mu'ugalavyá","Kserménish Firu'úna","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Kurukkúmish Birédnya","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Ku'úmish Teléssu","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Maku'élish Krá","H","Prince-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Maya Virsa","H","Lady","Change","Vimúhla",32,"2354 AS"
"Mu'ugalavyá","Meléllish Viú","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Mengau hiTirrúne","H","Priest","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Mesmei hiKonumra","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Metkumish Virsa","H","Chamberlain","Change","Vimúhla","Unk","2354 AS"
"Mu'ugalavyá","Metlúnish","H","Bearer Slave","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Mezgánish Viggásh","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Mi'ítlénish","H","Soldier","Unk","Unk","Unk","2020 AS"
"Mu'ugalavyá","Miluna","H","Slaver","Unk","Unk",32,"2354 AS"
"Mu'ugalavyá","Miridátish Samundáya","H","Prince-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Mirigdai Chaghan","H","Priestess","Stability","Thúmis",90,"2354 AS"
"Mu'ugalavyá","Miriktash Kalelu","H","Priest","Unk","Unk",32,"2354 AS"
"Mu'ugalavyá","Mrekkélish Srévu","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Mrrgshá of N'lüss","N'lüs","Chieftain-Soldier","Change","Vimúhla","Unk","2360 AS"
"Mu'ugalavyá","Mrussálish Chnékku","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Muentláshish Kayvénu","H","Priest-Soldier","Change","Hrsh","Unk","2360 AS"
"Mu'ugalavyá","Mu'ugáyish of Tlár","H","Scholar","Unk","Unk","Unk","1100 AS"
"Mu'ugalavyá","Nequ'énish Virinkáino","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Nqemu hiCheshna","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ochtengu Dlasunish","H","Priest","Change","Vimúhla",32,"2354 AS"
"Mu'ugalavyá","Pendarte of Khéiris","H","Tomb Robber","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ptekw Tlun Tkik","Pé","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Purple Crest","SF","Sailor","SF","Unk","Unk","2360 AS"
"Mu'ugalavyá","Qanaish Miyo","H","Warrior","Unk","Unk",32,"2354 AS"
"Mu'ugalavyá","Ransrü hiEshmazun","H","Cook","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Re'ekmáinish Drússa","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Re'edlúish Turúva","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Relumílish Tlaúnu","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Rinumarish Tleo","H","Chamberlain","Change","Vimúhla",43,"2354 AS"
"Mu'ugalavyá","Sadal Aidza","H","Concubine","Change","Grugánu",18,"2354AS"
"Mu'ugalavyá","Sa'unush Karutla","H","Armorer","Stability","Thúmis",45,"2354 AS"
"Mu'ugalavyá","Senyatokoi Tarket","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Shiwan hiKonumra","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Srisu'únish Vreqqúisha","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Ssaria hiShathirin","H","Unk","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ssimunámish Dleku'ú","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Ssiriei hiFushmangar","H","Lady","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Ss-gâ Hs","Shén","Soldier","Shén","Unk","Unk","2360 AS"
"Mu'ugalavyá","Ss'üdish Dza'á","H","Soldier","Unk","Unk","Unk","2360 AS"
"Llyáni","Ssüminish Krá","H","Scholar","Unk","Unk","Unk","End"
"Mu'ugalavyá","Steel Fist","SF","Sailor","SF","Unk","Unk","2360 AS"
"Mu'ugalavyá","Sumenkálish Chrekáino","H","Lord-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Takóláinish Melé","H","Soldier","Unk","Unk","Unk","2367 AS"
"Mu'ugalavyá","Takonésha hiTereshél","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Tektilish","H","Merchant","Change","Hrsh",32,"2354 AS"
"Mu'ugalavyá","Terukai hiShadika","H","Sailor","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Tk-n-mtk","Pé","Soldier","Pé","Unk","Unk","2360 AS"
"Mu'ugalavyá","Tlu'én","H","Scholar","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Tremúnish Srá","H","Sailor","Unk","Unk","Unk/","1960 AS"
"Mu'ugalavyá","Tsuganish","H","Warrior","Change","Hrsh",32,"2354 AS"
"Mu'ugalavyá","Tsumikel Tarket","H","Merchant","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Tupénish Desátl","H","Lord","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Tu'umúnish Ssa'amússa","H","Prince-Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Tewfik of the One Eye","H","Soldier","Unk","Unk","Unk","2365 AS"
"Mu'ugalavyá","Usanesh Krai","H","Soldier","Unk","Unk",23,"2354 AS"
"Mu'ugalavyá","Visárga Duyumachrsh","H","Priest","Stability","Thúmis",75,"2354 AS"
"Mu'ugalavyá","Vra'anish Nezar","H","Priest","Change","Vimúhla",26,"2354 AS"
"Mu'ugalavyá","Vrébo khá-Ffrshá","N'lüs","Chieftain-Soldier","Change","Vimúhla","Unk","2360 AS"
"Mu'ugalavyá","Vrétlish Barrága","H","Inn Keeper","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Vrusumorish Chicha","H","Priestess","Stability","Thúmis",32,"2354 AS"
"Mu'ugalavyá","Vu'útlékish Birudnáya","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Vu'ushrénish Kaqó","H","Soldier","Unk","Unk","Unk","2360 AS"
"Mu'ugalavyá","Wektúdhish Gra'ácha","H","Instructor","Unk","Unk","Unk","2354 AS"
"Mu'ugalavyá","Zhnemúish Bé","H","Instructor","Unk","Unk","Unk","2354 AS"
"N'lüssa","Bekyén Seneschal","N'lüs","Unk","Unk","Unk","Unk","2372 AS"
"N'lüssa","Beyen","N'lüs","Unk","Unk","Unk","Unk","Unk"
"N'lüssa","Bnérr","N'lüs","Unk","Unk","Unk","Unk","Unk"
"N'lüssa","Byókt GriMnérr","N'lüs","Unk","Unk","Unk","Unk","2354 AS"
"N'lüssa","Dhia Nirin Hukh","N'lüs","Princess","Stability","Avánthe",23,"2354 AS"
"N'lüssa","Drgé Re'in","N'lüs","Sárq (Kengir)","Change","Vimúhla","Unk","2372 AS"
"N'lüssa","Goda","N'lüs","Warrior","Change","Vimúhla",32,"2354 AS"
"N'lüssa","G'yúdr","N'lüs","Sárq (Band of G'yúdr)","Change","Vimúhla","Unk","2360 AS"
"N'lüssa","Hvós","N'lüs","Headman (Komán Village)","Unk","Unk","Unk","2372 AS"
"N'lüssa","Jyeckmu Nirin Hukh","N'lüs","Warrior","Stability","Avánthe",32,"2354 AS"
"N'lüssa","Kakesh","N'lüs","Warrior","Stability","Chegárra",32,"2354 AS"
"N'lüssa","Magayhl","N'lüs","Warrior","Change","Chiténg",32,"2354 AS"
"N'lüssa","Mirékh Tajnér","N'lüs","Sa-Sárq (Malcháiran)","Change","Vimúhla",27,"2354 AS"
"N'lüssa","Mirizha DzuKendraya","N'lüs","Soldier","Change","Vimúhla",32,"2354 AS"
"N'lüssa","Mqeq","N'lüs","Warrior","Stability","Chegárra",32,"2354 AS"
"N'lüssa","Nethé Drékka","N'lüs","Princess","Change","Vimúhla","18?","2372 AS"
"N'lüssa","Nrésh","N'lüs","Chamberlain","Unk","Unk","Unk","2372 AS"
"N'lüssa","Onén","N'lüs","Sa-Sárq's Cook","Unk","Unk","Unk","2372 AS"
"N'lüssa","Onürr","N'lüs","Dyer","Unk","Unk","Unk","2372 AS"
"N'lüssa","Pazhárr","N'lüs","Unk","Unk","Unk","Unk","2354 AS"
"N'lüssa","Porrókh","N'lüs","Unk","Unk","Unk","Unk","2372 AS"
"N'lüssa","Porrúa","N'lüs","Unk","Unk","Unk","Unk","2372 AS"
"N'lüssa","Rékhtérr","N'lüs","Warrior","Change","Vimúhla","Unk","2372 AS"
"N'lüssa","Shémekh","N'lüs","Sárq (Tén Khomán)","Change","Vimúhla","Unk","2372 AS"
"N'lüssa","Tayehlof","N'lüs","Unk","Unk","Unk",32,"2354 AS"
"N'lüssa","Téija","H","Servant","Unk","Unk","Unk","2372 AS"
"N'lüssa","Teregh","N'lüs","Warrior","Change","Vimúhla",26,"2354 AS"
"N'lüssa","Tisoner Ashai","N'lüs","Warrior","Unk","Unk","Unk","2354 AS"
"N'lüssa","Tkétnar Tasnár","N'lüs","Warrior","Change","Vimúhla",24,"2354 AS"
"N'lüssa","Tréchka Drékka","N'lüs","Sárq (Band of Jné)","Change","Vimúhla","Unk","2372 AS"
"N'lüssa","Tyélqu Dyáq","N'lüs","Ancient Composer","Unk","Unk","Unk","Unk"
"Unknown","Achan Tláshte","H","Hero of the Age","Unk","Unk","Unk","Unk"
"Unknown","Aeka Tlea","H","Unk","Unk","Unk",32,"2354 AS"
"Unknown","Agmaish Drisa","H","Priest","Change","Hrü'ú",32,"2354 AS"
"Unknown","Aiché","Urun","Unk","Urunén","Unk","Unk","Unk"
"Unknown","Aidzé","H","Sailor","Unk","Unk","Unk","2374 AS"
"Pecháno","Alítle Nrasédu","H","Princess","Unk","Unk","Unk","Éngsvan"
"Unknown","Alyna","H","Unk","Change","Vimúhla",32,"2354 AS"
"Unknown","Amiggá Mriddáshte","H","Scholar","Unk","Unk","Unk","Unk"
"Unknown","Ardza the Slayer","H","Companion","Unk","Unk","Unk","2374 AS"
"Unknown","Arévi Hú","Urun","Queen","Urunén","Unk","Unk","-7401 AS"
"Unknown","Ario Miktasu","H","Fief Holder","Unk","Unk",57,"2354 AS"
"Unknown","Arkonái Vríddi","H","Progenitor of Vríddi Lineage","Change","Vimúhla","Unk","Dór Plain"
"Unknown","Armuél the Verse Smith","H","Poet","Unk","Unk","Unk","Unk"
"Unknown","Ashmúnu Dné","H","Scholar","Unk","Unk","Unk","Unk"
"Ssü","Bássa","Ssü","""King"" of Black Ssü","Ssü","Unk","Unk","Unk"
"Unknown","Cha'olé","H","Virgin in a Myth","Unk","Unk","Unk","Myth"
"Unknown","Chanyarassa Vimululyanga","H","Scholar","Unk","Unk","Unk","Unk"
"Unknown","Chektáru","H","Sailor","Unk","Unk","Unk","2374 AS"
"N'lüssa","Chirené of N'lüssa","Unk","Leader of the Dragon Warriors","Change","Vimúhla","Unk","Begin"
"Unknown","Chláyüth","Hokún","Physician","Hokún","Unk","Unk","2374 AS"
"Ssü","Chnúr","Ssü","""King"" of Grey Ssü","Ssü","Unk","Unk","Éngsvan"
"Ónchash","Choom Shórqa","H","Unk","Unk","Unk","Unk","2354 AS"
"Unknown","Dagor","H","Compaion","Unk","Unk","Unk","2354 AS"
"Unknown","Dhi'a","H","Unk","Unk","Unk",32,"2354 AS"
"Unknown","Dóri Koniláni","H","Jungle Dweller (M'mórcha-Nmartúsha)","Unk","Unk","Unk","2354 AS"
"Unknown","Dumielu the Wave Cleaver","H","Renown Navigator/Sailor","Unk","Unk","Unk","Unk"
"Vrá","Eddyána","H","Princess","Unk","Unk","Unk","1115 AS"
"Hláka","Ekk-saa","Hláka","Unk","Hláka","Unk","Unk","2354 AS"
"Unknown","Elue the Wonderous Tongued","H","Poet","Unk","Unk","Unk","Unk"
"Unknown","Etsfus","H","Priest","Stability","Belkhánu",32,"2354 AS"
"Unknown","Eyloa","H","Sorcerer","Unk","Unk",32,"2354 AS"
"None","Fekkúmu","H","Character in Epic of Hrúgga","Unk","Unk","Unk","None"
"Unknown","Fírusa Hekkai","H","Art Teacher","Unk","Unk",32,"2354 AS"
"Unknown","Fisanmu of Paránta","H","Scholar","Unk","Unk","Unk","Unk"
"Unknown","Fnorr","H","Headman (Chaisha-Herenam Village)","Stability","Hnálla",32,"2354 AS"
"Fisherman Kings","Gámulu","H","Founder of Dynasty","Unk","Unk","Unk","Begin"
"Unknown","Garuda","H","Warrior","Change","Chiténg",32,"2354 AS"
"None","Gitsággu","?","Monster in Epic of Hrúgga","Unk","Unk","Unk","None"
"Unknown","Gjaifa","H","Unk","Change","Vimúhla","Unk","2354 AS"
"Unknown","Grokin Riyulkoi","H","Sorcerer","Change","Sárku",32,"2354 AS"
"Unknown","Gutishmu","H","Merchant","Change","Vimúhla",24,"2354 AS"
"Unknown","Gyeshu","H","Warrior","Change","Sárku",29,"2354 AS"
"Unknown","Hangai","H","Unk","Unk","Unk",32,"2354 AS"
"Unknown","Hárchar","H","Pirate","Unk","Unk","Unk","2361 AS"
"Háida Pakála","Hargegj","H","Slaver","Unk","Unk","Unk","2354 AS"
"Unknown","Harkúz Chi'úna","H","Protége of Elóya Tláshte","Unk","Unk","Unk","2354 AS"
"Unknown","Hayesh","H","Dancer","Unk","Unk",32,"2354 AS"
"Other Planar","He'esa","?","Other Planar Beings","Pariah","Pale Bone","Unk","Any"
"Fisherman Kings","Héketh","H","Warrior","Unk","Unk","Unk","Fisher"
"Unknown","Heretlékka","H","Epic Hero","Unk","Unk","Unk","Dragon"
"Other Planar","Heroes of Wisdom","?","Other Planar Beings","Stability","Unk","Unk","Any"
"Unknown","Hinaz Vrimasu","H","Merchant","Unk","Unk","Unk","2354 AS"
"Unknown","Hingake","H","Warrior","Change","Vimúhla",32,"2354 AS"
"Fisherman Kings","Hó Etéhltu","H","Ruler","Unk","Unk","Unk","Fisher"
"Unknown","Hóldukai hiVirsényal","H","Scholar","Unk","Unk","Unk","Unk"
"Yán Kór","Hrágga-Da","PFolk","Merchant","PFolk","Unk","Unk","2360 AS"
"Unknown","Hrúgga","H","Hero of the Age","Unk","Unk","Unk","Unk"
"Unknown","illoa Tláshte","H","Hero of the Age","Unk","Unk","Unk","Unk"
"Hláka","Iwá Ae-ayá","Hláka","Unk","Hláka","Unk","Unk","2354 AS"
"Nuru'ún","Jnárés","H","King (Nuru'ún)","Unk","Unk","Unk","2295 AS"
"Rannálu","Jurshu of Vru","H","Unk","Unk","Unk",32,"2354 AS"
"Unknown","Kaisha","H","Unk","Stability","Karakán",32,"2354 AS"
"Unknown","Kar Ner","H","Warrior","Stability","Karakán",32,"2354 AS"
"Tsolyánu","Karshtla","H","Warrior","Unk","Unk",32,"2354 AS"
"Unknown","Kashijerin Shihlor","H","Unk","Unk","Unk",32,"2354 AS"
"Unknown","Keyél","H","Writer ","Unk","Unk","Unk","Unk"
"Unknown","Keshkúru Gama'án","H","Writer","Change","Vimúhla","Unk","Unk"
"Livyánu","Khársa of Tsámra-Laris","H","Petal Throne Bearer","Unk","Unk","Unk","Early AS"
"Unknown","Khilahna","H","Sorcerer","Change","Ksárul",32,"2354 AS"
"Unknown","Khorvus","H","Mercenary","Unk","Unk","Unk","2354 AS"
"Unknown","Kilmo","H","Warrior","Change","Vimúhla",32,"2354 AS"
"end of Éngs","Kokún","H","Swordbearer","Unk","Unk","Unk","end Éngs"
"Nyémesel Isles","Koro Tai","H","Priest","Stability","Mrettén",32,"2354 AS"
"Unknown","Koyun","H","Unk","Change","Vimúhla",32,"2354 AS"
"Vrá","Khu'és vuNaóma","H","Lengendary Slinger","Unk","Unk","Unk","Fisher"
"Tsolyáni","Kumen hiCharga","H","Unk","Unk","Unk","Unk","2354 AS"
"Unknown","Kusheti","H","Unk","Stability","Dilinála",32,"2354 AS"
"Tsolyáni","Malué","H","Author","Unk","Unk","Unk","2354 AS"
"Unknown","Mekkhú","H","Sailor","Unk","Unk","Unk","2374 AS"
"Hokún","Méled","H","Interpreter","Unk","Unk","Unk","2374 AS"
"Mu'ugalavyá","Ménum Boródlya","H","Scholar","Unk","Unk","Unk","Unk"
"Unknown","Messíliu Badárian","H","Scholar","Unk","Unk","Unk","2354 AS"
"Tsolyánu","Mikkonu of Butrus","H","Poet/Bard of the Age","Unk","Unk","Unk","Unk"
"Unknown","Milezha Tlalesu","H","Unk","Unk","Unk","Unk","2354 AS"
"Unknown","Tirisán Jakóna","H","Unk","Unk","Unk","Unk","2354 AS"
"Unknown","Milul","H","Priest","Unk","Unk",32,"2354 AS"
"Galactic Empire","Mínge","Unk","Governor (Solar System)","Unk","Unk","Unk","Ancient"
"Rannálu","Minje of Balashkalar","H","Tribesman","Unk","Unk",32,"2354 AS"
"Unknown","Miorga Ta-su","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyánu","Mirshan","H","Sorcerer","Change","Vimúhla",26,"2354 AS"
"Mudállu","Míu Shirgrázài","H","Unk","Unk","Unk","Unk","2354 AS"
"Unknown","Mory","H","Unk","Change","Vimúhla",32,"2354 AS"
"Unknown","Mréz Kadái","H","Scholar","Unk","Unk","Unk","2354 AS"
"Éngsvanyáli","Murettén Nüminú","H","Soldier","Unk","Unk","Unk","End Éngs"
"Unknown","Naru","H","Warrior","Stability","Karakán",32,"2354 AS"
"Mythological","Nekkuthané","H","Unk","Unk","Unk","Unk","Myth"
"M'mórcha","Njinrikish","H","Warrior","Change","Chiténg",32,"2354 AS"
"Unknown","Oktan","H","Ex-pirate","Unk","Unk","Unk","2354 AS"
"Tsolyánu","Onusú hiBarúdla","H","Priest-King (Fasiltúm)","Change","Vimúhla","Unk","No Kings"
"Unknown","Palusanish Virubu","H","Art Teacher","Unk","Unk",32,"2354 AS"
"Other Planar","Pancreators of the Far Reaches","?","Unk","Unk","Unk","Unk","Unk"
"Unknown","Pashán","H","Coward in Epic of Hrúgga","Unk","Unk","Unk","Epic"
"Unknown","Pa'udála","H","Pretty Girl in Epic of Hrúgga","Unk","Unk","Unk","Epic"
